timestamp,cpu_percent,rss_mb
2026-03-20T17:20:41.769987,0.0,487.7421875
2026-03-20T17:20:42.351576,103.6,494.99609375
2026-03-20T17:20:42.852616,58.6,509.5625
2026-03-20T17:20:43.353419,85.8,529.625
2026-03-20T17:20:43.854160,101.8,530.5078125
2026-03-20T17:20:44.356194,93.7,546.89453125
2026-03-20T17:20:44.856940,2.0,546.8984375
2026-03-20T17:20:45.357848,2.0,546.8984375
2026-03-20T17:20:45.858816,10.0,546.92578125
2026-03-20T17:20:46.360015,0.0,546.92578125
2026-03-20T17:20:46.863922,2.0,546.92578125
2026-03-20T17:20:47.364851,2.0,546.92578125
2026-03-20T17:20:47.865785,0.0,546.890625
2026-03-20T17:20:48.366794,0.0,546.890625
2026-03-20T17:20:48.867776,0.0,546.890625
2026-03-20T17:20:49.368770,2.0,546.890625
2026-03-20T17:20:49.870645,0.0,546.890625
2026-03-20T17:20:50.371929,0.0,546.890625
2026-03-20T17:20:50.872949,0.0,546.890625
2026-03-20T17:20:51.377549,23.8,546.78515625
2026-03-20T17:20:51.879031,0.0,546.78515625
2026-03-20T17:20:52.379917,2.0,546.78515625
2026-03-20T17:20:52.880972,0.0,546.78515625
2026-03-20T17:20:53.383776,0.0,546.78515625
2026-03-20T17:20:53.886816,0.0,546.78515625
2026-03-20T17:20:54.387838,2.0,546.78515625
2026-03-20T17:20:54.889499,2.0,546.78515625
2026-03-20T17:20:55.390109,0.0,546.78515625
2026-03-20T17:20:55.892560,0.0,546.78515625
2026-03-20T17:20:56.394155,23.9,546.78515625
2026-03-20T17:20:56.894996,2.0,546.78515625
2026-03-20T17:20:57.399422,0.0,546.78515625
2026-03-20T17:20:57.899989,0.0,546.78515625
2026-03-20T17:20:58.401196,2.0,546.78515625
2026-03-20T17:20:58.904032,0.0,546.78515625
2026-03-20T17:20:59.407271,0.0,546.78515625
2026-03-20T17:20:59.908201,0.0,546.78515625
2026-03-20T17:21:00.409033,2.0,546.78515625
2026-03-20T17:21:00.909957,2.0,546.78515625
2026-03-20T17:21:01.414241,0.0,546.78515625
2026-03-20T17:21:01.914920,22.0,546.8203125
2026-03-20T17:21:02.416091,0.0,546.8203125
2026-03-20T17:21:02.918133,2.0,546.8203125
2026-03-20T17:21:03.419018,0.0,546.8203125
2026-03-20T17:21:03.919975,0.0,546.8203125
2026-03-20T17:21:04.420947,0.0,546.8203125
2026-03-20T17:21:04.922222,2.0,546.8203125
2026-03-20T17:21:05.423945,0.0,546.8203125
2026-03-20T17:21:05.924864,0.0,546.8203125
2026-03-20T17:21:06.426988,2.0,546.8203125
2026-03-20T17:21:06.933991,7.9,546.82421875
2026-03-20T17:21:07.435238,14.0,546.82421875
2026-03-20T17:21:07.936060,4.0,546.82421875
2026-03-20T17:21:08.438508,0.0,546.82421875
2026-03-20T17:21:08.939118,0.0,546.82421875
2026-03-20T17:21:09.440036,0.0,546.82421875
2026-03-20T17:21:09.941139,2.0,546.82421875
2026-03-20T17:21:10.442082,0.0,546.82421875
2026-03-20T17:21:10.943272,0.0,546.82421875
2026-03-20T17:21:11.443956,2.0,546.82421875
2026-03-20T17:21:11.946951,0.0,546.82421875
2026-03-20T17:21:12.447930,12.0,546.82421875
2026-03-20T17:21:12.954532,13.8,546.82421875
2026-03-20T17:21:13.455986,2.0,546.82421875
2026-03-20T17:21:13.957576,0.0,546.82421875
2026-03-20T17:21:14.458975,2.0,546.82421875
2026-03-20T17:21:14.960388,0.0,546.82421875
2026-03-20T17:21:15.468609,0.0,546.82421875
2026-03-20T17:21:15.972485,2.0,546.82421875
2026-03-20T17:21:16.473493,0.0,546.82421875
2026-03-20T17:21:16.974289,0.0,546.82421875
2026-03-20T17:21:17.476967,0.0,546.82421875
2026-03-20T17:21:17.977948,22.0,546.82421875
2026-03-20T17:21:18.478937,0.0,546.82421875
